Subtype,Case ID,gene,expression
UPS,RU-14-00052 N1,PSMD6,46
UPS,RU-14-00052 N1,PSME1,122
UPS,RU-14-00052 N1,PSME2,335
UPS,RU-14-00052 N1,PSTPIP1,3
UPS,RU-14-00052 N1,PSTPIP2,4
UPS,RU-14-00052 N1,PTEN,270
UPS,RU-14-00052 N1,PTGER2,35
UPS,RU-14-00052 N1,PTGER4,10
UPS,RU-14-00052 N1,PTGFRN,111
UPS,RU-14-00052 N1,PTHLH,6
UPS,RU-14-00052 N1,PTPN13,50
UPS,RU-14-00052 N1,PTPN22,13
UPS,RU-14-00052 N1,PTPN3,22
UPS,RU-14-00052 N1,PTPN6,23
UPS,RU-14-00052 N1,PTPN7,28
UPS,RU-14-00052 N1,PTPRC,9
UPS,RU-14-00052 N1,PTPRCAP,24
UPS,RU-14-00052 N1,PTPRF,34
UPS,RU-14-00052 N1,PVR,18
UPS,RU-14-00052 N1,PVRIG,82
UPS,RU-14-00052 N1,PVRL2,7
UPS,RU-14-00052 N1,PVRL3,54
UPS,RU-14-00052 N1,PYHIN1,41
UPS,RU-14-00052 N1,RAB25,35
UPS,RU-14-00052 N1,RAC2,51
UPS,RU-14-00052 N1,RACGAP1,52
UPS,RU-14-00052 N1,RALB,97
UPS,RU-14-00052 N1,RAP1GAP,6
UPS,RU-14-00052 N1,RARRES1,7
UPS,RU-14-00052 N1,RARRES2,185
UPS,RU-14-00052 N1,RASAL3,18
UPS,RU-14-00052 N1,RASSF8,17
UPS,RU-14-00052 N1,RECK,24
UPS,RU-14-00052 N1,REM2,18
UPS,RU-14-00052 N1,RETNLB,7
UPS,RU-14-00052 N1,RGN,37
UPS,RU-14-00052 N1,RGS16,2
UPS,RU-14-00052 N1,RORA,194
UPS,RU-14-00052 N1,RORC,8
UPS,RU-14-00052 N1,RRH,43
UPS,RU-14-00052 N1,RSAD2,16
UPS,RU-14-00052 N1,RUNX1,34
UPS,RU-14-00052 N1,RUNX3,24
UPS,RU-14-00052 N1,RXFP4,20
UPS,RU-14-00052 N1,S100A2,242
UPS,RU-14-00052 N1,S100A8,8
UPS,RU-14-00052 N1,S100A9,102
UPS,RU-14-00052 N1,SAMD3,4
UPS,RU-14-00052 N1,SAMHD1,254
UPS,RU-14-00052 N1,SART1,13
UPS,RU-14-00052 N1,SART3,85
UPS,RU-14-00052 N1,SASH3,28
UPS,RU-14-00052 N1,SCGB2A2,4
UPS,RU-14-00052 N1,SCUBE2,13
UPS,RU-14-00052 N1,SELL,82
UPS,RU-14-00052 N1,SELPLG,19
UPS,RU-14-00052 N1,SEMA4A,14
UPS,RU-14-00052 N1,SEMA4D,12
UPS,RU-14-00052 N1,SEMA6A,61
UPS,RU-14-00052 N1,SERPINA1,7
UPS,RU-14-00052 N1,SERPINB5,72
UPS,RU-14-00052 N1,SERPINF1,810
UPS,RU-14-00052 N1,SERPING1,352
UPS,RU-14-00052 N1,SFN,204
UPS,RU-14-00052 N1,SFTPA1B,23
UPS,RU-14-00052 N1,SGPP2,50
UPS,RU-14-00052 N1,SH2D1A,3
UPS,RU-14-00052 N1,SH2D1B,17
UPS,RU-14-00052 N1,SH2D2A,29
UPS,RU-14-00052 N1,SIGLEC1,228
UPS,RU-14-00052 N1,SIGLEC10,17
UPS,RU-14-00052 N1,SIGLEC14,1
UPS,RU-14-00052 N1,SIGLEC15,13
UPS,RU-14-00052 N1,SIGLEC5,14
UPS,RU-14-00052 N1,SIGLEC7,24
UPS,RU-14-00052 N1,SIGLEC9,4
UPS,RU-14-00052 N1,SIRPA,67
UPS,RU-14-00052 N1,SIRPB1,35
UPS,RU-14-00052 N1,SIRPG,3
UPS,RU-14-00052 N1,SIT1,16
UPS,RU-14-00052 N1,SLA,17
UPS,RU-14-00052 N1,SLA2,12
UPS,RU-14-00052 N1,SLAMF1,13
UPS,RU-14-00052 N1,SLAMF6,7
UPS,RU-14-00052 N1,SLAMF7,13
UPS,RU-14-00052 N1,SLAMF8,28
UPS,RU-14-00052 N1,SLC19A3,9
UPS,RU-14-00052 N1,SLC22A18,16
UPS,RU-14-00052 N1,SLC2A1,21
UPS,RU-14-00052 N1,SLC30A1,90
UPS,RU-14-00052 N1,SLC31A2,67
UPS,RU-14-00052 N1,SLC39A6,71
UPS,RU-14-00052 N1,SOCS3,136
UPS,RU-14-00052 N1,SPN,9
UPS,RU-14-00052 N1,SRPX,163
UPS,RU-14-00052 N1,STARD10,5
UPS,RU-14-00052 N1,STAT1,94
UPS,RU-14-00052 N1,STAT6,115
UPS,RU-14-00052 N1,SULF1,133
UPS,RU-14-00052 N1,SYK,15
UPS,RU-14-00052 N1,SYP,8
UPS,RU-14-00052 N1,SYTL2,133
UPS,RU-14-00052 N1,TAGAP,17
UPS,RU-14-00052 N1,TAP1,24
UPS,RU-14-00052 N1,TAP2,82
UPS,RU-14-00052 N1,TAPBP,148
UPS,RU-14-00052 N1,TARP,35
UPS,RU-14-00052 N1,TBX21,21
UPS,RU-14-00052 N1,TCN2,46
UPS,RU-14-00052 N1,TCTE1,22
UPS,RU-14-00052 N1,TEK,3
UPS,RU-14-00052 N1,TERT,12
UPS,RU-14-00052 N1,TF,3
UPS,RU-14-00052 N1,TGFB1,118
UPS,RU-14-00052 N1,TGFBR2,320
UPS,RU-14-00052 N1,THEMIS,23
UPS,RU-14-00052 N1,THY1,315
UPS,RU-14-00052 N1,TIGIT,13
UPS,RU-14-00052 N1,TIMD4,6
UPS,RU-14-00052 N1,TIMP3,486.03899999999703
UPS,RU-14-00052 N1,TIMP4,19
UPS,RU-14-00052 N1,TMC1,1
UPS,RU-14-00052 N1,TMC6,13
UPS,RU-14-00052 N1,TMEM2,55
UPS,RU-14-00052 N1,TMEM246,7
UPS,RU-14-00052 N1,TMIGD2,6
UPS,RU-14-00052 N1,TNF,28
UPS,RU-14-00052 N1,TNFAIP3,88
UPS,RU-14-00052 N1,TNFAIP6,10
UPS,RU-14-00052 N1,TNFAIP8L2,58
UPS,RU-14-00052 N1,TNFRSF10B,6
UPS,RU-14-00052 N1,TNFRSF11A,3
UPS,RU-14-00052 N1,TNFRSF13B,4
UPS,RU-14-00052 N1,TNFRSF13C,14
UPS,RU-14-00052 N1,TNFRSF14,39
UPS,RU-14-00052 N1,TNFRSF15,20
UPS,RU-14-00052 N1,TNFRSF17,26
UPS,RU-14-00052 N1,TNFRSF18,10
UPS,RU-14-00052 N1,TNFRSF21,57
UPS,RU-14-00052 N1,TNFRSF25,21
UPS,RU-14-00052 N1,TNFRSF4,5
UPS,RU-14-00052 N1,TNFRSF8,15
UPS,RU-14-00052 N1,TNFRSF9,6
UPS,RU-14-00052 N1,TNFSF10,106
UPS,RU-14-00052 N1,TNFSF11,1
UPS,RU-14-00052 N1,TNFSF13A,27
UPS,RU-14-00052 N1,TNFSF13B,63
UPS,RU-14-00052 N1,TNFSF14,8
UPS,RU-14-00052 N1,TNFSF18,2
UPS,RU-14-00052 N1,TNFSF4,16
UPS,RU-14-00052 N1,TNFSF8,5
UPS,RU-14-00052 N1,TNFSF9,17
UPS,RU-14-00052 N1,TNK1,7
UPS,RU-14-00052 N1,TOB1,125
UPS,RU-14-00052 N1,TOX,4
UPS,RU-14-00052 N1,TOX3,9
UPS,RU-14-00052 N1,TP63,21
UPS,RU-14-00052 N1,TRAT1,34
UPS,RU-14-00052 N1,TREM1,7
UPS,RU-14-00052 N1,TREM2,22
UPS,RU-14-00052 N1,TREML1,44
UPS,RU-14-00052 N1,TREML2,12
UPS,RU-14-00052 N1,TREML4,6
UPS,RU-14-00052 N1,TRIM16,1
UPS,RU-14-00052 N1,TRIM21,37
UPS,RU-14-00052 N1,TRIM29,110
UPS,RU-14-00052 N1,TSLP,4
UPS,RU-14-00052 N1,TSPAN32,4
UPS,RU-14-00052 N1,TULP1,1
UPS,RU-14-00052 N1,TYR,3
UPS,RU-14-00052 N1,TYRO3,74
UPS,RU-14-00052 N1,TYROBP,116
UPS,RU-14-00052 N1,UBASH3A,17
UPS,RU-14-00052 N1,UBASH3B,18
UPS,RU-14-00052 N1,UBE2C,140
UPS,RU-14-00052 N1,ULBP/RAET,15
UPS,RU-14-00052 N1,VCAM1,49
UPS,RU-14-00052 N1,VEGFA,79
UPS,RU-14-00052 N1,VIM,4858.0539999999455
UPS,RU-14-00052 N1,VTCN1,74
UPS,RU-14-00052 N1,WT1,13
UPS,RU-14-00052 N1,XIST,623
UPS,RU-14-00052 N1,ZAP70,27
UPS,RU-14-00052 N1,ZBTB16,10
UPS,RU-14-00052 N1,ZBTB32,6
UPS,RU-14-00052 N1,ZEB1,106
UPS,RU-14-00052 N1,ZEB2,63
UPS,RU-14-00052 N1,ABCF1,31
UPS,RU-14-00052 N1,ALAS1,4
UPS,RU-14-00052 N1,C14orf102,16
UPS,RU-14-00052 N1,DAB2IP,46
UPS,RU-14-00052 N1,EEF1G,2170.020999999994
UPS,RU-14-00052 N1,G6PD,34
UPS,RU-14-00052 N1,GAPDH,1897.0160000000033
UPS,RU-14-00052 N1,GUSB,10
UPS,RU-14-00052 N1,HPRT1,106
UPS,RU-14-00052 N1,OAZ1,287
UPS,RU-14-00052 N1,PLA2G6,6
UPS,RU-14-00052 N1,POLR1B,14
UPS,RU-14-00052 N1,POLR2A,132
UPS,RU-14-00052 N1,PPIA,68
UPS,RU-14-00052 N1,RPL19,3662.2040000000416
UPS,RU-14-00052 N1,SDHA,84
UPS,RU-14-00052 N1,STK11IP,10
UPS,RU-14-00052 N1,TBC1D10B,49
UPS,RU-14-00052 N1,TBP,50
UPS,RU-14-00052 N1,TUBB,178
UPS,RU-14-00052 N1,UBB,1442.0109999999986
UPS,RU-14-00052 N1,ZBTB34,51
UPS,RU-14-00052 N1,ZKSCAN5,11
UPS,RU-14-00052 O1,AAMP,39
UPS,RU-14-00052 O1,ABCB1,49
UPS,RU-14-00052 O1,ADAM11,17
UPS,RU-14-00052 O1,ADIPOQ,15
UPS,RU-14-00052 O1,ADORA2A,21
UPS,RU-14-00052 O1,ADORA2b,47
UPS,RU-14-00052 O1,AGGF1,20
UPS,RU-14-00052 O1,ALB,1
UPS,RU-14-00052 O1,AMICA1,133
UPS,RU-14-00052 O1,ANTXR1,119
UPS,RU-14-00052 O1,ANXA2,691
UPS,RU-14-00052 O1,ANXA4,63
UPS,RU-14-00052 O1,AP1M2,3
UPS,RU-14-00052 O1,AP1S2,76
UPS,RU-14-00052 O1,AREG,14
UPS,RU-14-00052 O1,ARG1,14
UPS,RU-14-00052 O1,ARG2,8
UPS,RU-14-00052 O1,ASCL2,9
UPS,RU-14-00052 O1,ATP6V0D2,7
UPS,RU-14-00052 O1,ATP8B4,6
UPS,RU-14-00052 O1,AURKA,95
UPS,RU-14-00052 O1,AURKB,19
UPS,RU-14-00052 O1,AXIN2,9
UPS,RU-14-00052 O1,AXL,31
UPS,RU-14-00052 O1,B2M,4858.0539999999455
UPS,RU-14-00052 O1,B3GAT1,4
UPS,RU-14-00052 O1,BATF,4
UPS,RU-14-00052 O1,BCAM,68
UPS,RU-14-00052 O1,BCL11A,43
UPS,RU-14-00052 O1,BCL11B,10
UPS,RU-14-00052 O1,BCL2,30
UPS,RU-14-00052 O1,BCL6,35
UPS,RU-14-00052 O1,BIM,10
UPS,RU-14-00052 O1,BIRC5,28
UPS,RU-14-00052 O1,BLNK,4
UPS,RU-14-00052 O1,BNC1,12
UPS,RU-14-00052 O1,BNIP3L,203
UPS,RU-14-00052 O1,BRAF,74
UPS,RU-14-00052 O1,BRCA1,21
UPS,RU-14-00052 O1,BRCA2,5
UPS,RU-14-00052 O1,BST1,47
UPS,RU-14-00052 O1,BST2,123
UPS,RU-14-00052 O1,BTLA,11
UPS,RU-14-00052 O1,BTN1A1,13
UPS,RU-14-00052 O1,BTN2A1,7
UPS,RU-14-00052 O1,BTN2A2,38
UPS,RU-14-00052 O1,BTN3A1,15
UPS,RU-14-00052 O1,BTN3A2,67
UPS,RU-14-00052 O1,BTN3A3,42
UPS,RU-14-00052 O1,BTNL2,16
UPS,RU-14-00052 O1,BTNL8,16
UPS,RU-14-00052 O1,BTNL9,222
UPS,RU-14-00052 O1,BUB1,6
UPS,RU-14-00052 O1,C10orf54,10
UPS,RU-14-00052 O1,C1orf210,12
UPS,RU-14-00052 O1,C5AR2,12
UPS,RU-14-00052 O1,CADM1,110
UPS,RU-14-00052 O1,CALR,740.0239999999976
UPS,RU-14-00052 O1,CANX,270
UPS,RU-14-00052 O1,CASP3,30
UPS,RU-14-00052 O1,CASP8,92.18800000000192
UPS,RU-14-00052 O1,CCKBR,15
UPS,RU-14-00052 O1,CCL19,15
UPS,RU-14-00052 O1,CCL21,136
UPS,RU-14-00052 O1,CCL24,3
UPS,RU-14-00052 O1,CCL27,5
UPS,RU-14-00052 O1,CCL3,78
UPS,RU-14-00052 O1,CCL4,48
UPS,RU-14-00052 O1,CCL5,55
UPS,RU-14-00052 O1,CCL8,11
UPS,RU-14-00052 O1,CCNB1,21
UPS,RU-14-00052 O1,CCNB2,8
UPS,RU-14-00052 O1,CCR1,31
UPS,RU-14-00052 O1,CCR2,28
UPS,RU-14-00052 O1,CCR3,19
UPS,RU-14-00052 O1,CCR4,8
UPS,RU-14-00052 O1,CCR5,16
UPS,RU-14-00052 O1,CCR6,11
UPS,RU-14-00052 O1,CCR7,7
UPS,RU-14-00052 O1,CD101,28
UPS,RU-14-00052 O1,CD14,141
UPS,RU-14-00052 O1,CD151,27
UPS,RU-14-00052 O1,CD160,16
UPS,RU-14-00052 O1,CD163,151
UPS,RU-14-00052 O1,CD1D,6
UPS,RU-14-00052 O1,CD2,5
UPS,RU-14-00052 O1,CD200,63
UPS,RU-14-00052 O1,CD200R1,7
UPS,RU-14-00052 O1,CD207,10
UPS,RU-14-00052 O1,CD209,12
UPS,RU-14-00052 O1,CD22,31
UPS,RU-14-00052 O1,CD226,10
UPS,RU-14-00052 O1,CD24,103
UPS,RU-14-00052 O1,CD244,3
UPS,RU-14-00052 O1,CD247,27
UPS,RU-14-00052 O1,CD27,20
UPS,RU-14-00052 O1,CD274,54
UPS,RU-14-00052 O1,CD276,206
UPS,RU-14-00052 O1,CD28,9
UPS,RU-14-00052 O1,CD300A,9
UPS,RU-14-00052 O1,CD300E,33
UPS,RU-14-00052 O1,CD300LB,12
UPS,RU-14-00052 O1,CD300LF,5
UPS,RU-14-00052 O1,CD33,4
UPS,RU-14-00052 O1,CD37,8
UPS,RU-14-00052 O1,CD38,12
UPS,RU-14-00052 O1,CD3D,21
UPS,RU-14-00052 O1,CD3E,8
UPS,RU-14-00052 O1,CD3G,5
UPS,RU-14-00052 O1,CD4,88
UPS,RU-14-00052 O1,CD40,46
UPS,RU-14-00052 O1,CD40LG,9
UPS,RU-14-00052 O1,CD44,444
UPS,RU-14-00052 O1,CD46,164
UPS,RU-14-00052 O1,CD47,188
UPS,RU-14-00052 O1,CD48,34
UPS,RU-14-00052 O1,CD5,5
UPS,RU-14-00052 O1,CD52,228
UPS,RU-14-00052 O1,CD55,22
UPS,RU-14-00052 O1,CD59,425
UPS,RU-14-00052 O1,CD6,11
UPS,RU-14-00052 O1,CD68,163
UPS,RU-14-00052 O1,CD69,51
UPS,RU-14-00052 O1,CD7,1
UPS,RU-14-00052 O1,CD70,13
UPS,RU-14-00052 O1,CD72,1
UPS,RU-14-00052 O1,CD74,1545.0500000000102
UPS,RU-14-00052 O1,CD79A,5
UPS,RU-14-00052 O1,CD80,34
UPS,RU-14-00052 O1,CD81,509
UPS,RU-14-00052 O1,CD82,76
UPS,RU-14-00052 O1,CD84,41
UPS,RU-14-00052 O1,CD86,28
UPS,RU-14-00052 O1,CD8B,21
UPS,RU-14-00052 O1,CD8a,26
UPS,RU-14-00052 O1,CD9,204
UPS,RU-14-00052 O1,CD96,4
UPS,RU-14-00052 O1,CD97,128
UPS,RU-14-00052 O1,CDC42SE1,190
UPS,RU-14-00052 O1,CDCA2,19
UPS,RU-14-00052 O1,CDCA3,16
UPS,RU-14-00052 O1,CDH1,10
UPS,RU-14-00052 O1,CDH11,166
UPS,RU-14-00052 O1,CDH17,14
UPS,RU-14-00052 O1,CDH2,3
UPS,RU-14-00052 O1,CDH3,14
UPS,RU-14-00052 O1,CDH5,54
UPS,RU-14-00052 O1,CDKN1A,56
UPS,RU-14-00052 O1,CDKN2A,4
UPS,RU-14-00052 O1,CDKN2C,5
UPS,RU-14-00052 O1,CDO1,10
UPS,RU-14-00052 O1,CEACAM1,12
UPS,RU-14-00052 O1,CENPA,7
UPS,RU-14-00052 O1,CHGA,1
UPS,RU-14-00052 O1,CHI3L1,54
UPS,RU-14-00052 O1,CHI3L2,3
UPS,RU-14-00052 O1,CIITA,28
UPS,RU-14-00052 O1,CLCA1,16
UPS,RU-14-00052 O1,CLCA2,9
UPS,RU-14-00052 O1,CLDN4,60
UPS,RU-14-00052 O1,CLDN7,45
UPS,RU-14-00052 O1,CLEC10A,4
UPS,RU-14-00052 O1,CLEC12A,1
UPS,RU-14-00052 O1,CLEC1B,8
UPS,RU-14-00052 O1,CLEC2D,13
UPS,RU-14-00052 O1,CLEC3B,13
UPS,RU-14-00052 O1,CLEC4A,31
UPS,RU-14-00052 O1,CLEC4D,58
UPS,RU-14-00052 O1,CLEC4E,33
UPS,RU-14-00052 O1,CLEC5A,4
UPS,RU-14-00052 O1,CLEC6A,12
UPS,RU-14-00052 O1,CLEC7A,56
UPS,RU-14-00052 O1,CLEC9A,1
UPS,RU-14-00052 O1,CLIP3,53
UPS,RU-14-00052 O1,CMKLR1,67
UPS,RU-14-00052 O1,CNKSR2,3
UPS,RU-14-00052 O1,CNR2,35
UPS,RU-14-00052 O1,CPD,89
UPS,RU-14-00052 O1,CRLF2,2
UPS,RU-14-00052 O1,CRTAM,11
UPS,RU-14-00052 O1,CSF1,60
UPS,RU-14-00052 O1,CSF1R,8
UPS,RU-14-00052 O1,CSF2RB,77
UPS,RU-14-00052 O1,CSF3,2
UPS,RU-14-00052 O1,CSPG4,86
UPS,RU-14-00052 O1,CST6,13
UPS,RU-14-00052 O1,CST7,14
UPS,RU-14-00052 O1,CSTB,872
UPS,RU-14-00052 O1,CTAG1B,1
UPS,RU-14-00052 O1,CTLA4,33
UPS,RU-14-00052 O1,CTNNB1,278
UPS,RU-14-00052 O1,CTSB,1897.0160000000033
UPS,RU-14-00052 O1,CTSG,8
UPS,RU-14-00052 O1,CTSL2,20
UPS,RU-14-00052 O1,CTSS,561.0329999999958
UPS,RU-14-00052 O1,CTSZ,1059.047999999988
UPS,RU-14-00052 O1,CX3CL1,56
UPS,RU-14-00052 O1,CX3CR1,52
UPS,RU-14-00052 O1,CXCL1,83
UPS,RU-14-00052 O1,CXCL10,32
UPS,RU-14-00052 O1,CXCL11,19
UPS,RU-14-00052 O1,CXCL13,5
UPS,RU-14-00052 O1,CXCL14,38
UPS,RU-14-00052 O1,CXCL2,377
UPS,RU-14-00052 O1,CXCL3,127
UPS,RU-14-00052 O1,CXCL9,55
UPS,RU-14-00052 O1,CXCR2,25
UPS,RU-14-00052 O1,CXCR3,7
UPS,RU-14-00052 O1,CXCR6,13
UPS,RU-14-00052 O1,CXCR7,21
UPS,RU-14-00052 O1,DAB1,23
UPS,RU-14-00052 O1,DAPK1,26
UPS,RU-14-00052 O1,DAZAP1,51
UPS,RU-14-00052 O1,DCHS1,145
UPS,RU-14-00052 O1,DCK,23
UPS,RU-14-00052 O1,DCT,2
UPS,RU-14-00052 O1,DDR1,47
UPS,RU-14-00052 O1,DEF6,20
UPS,RU-14-00052 O1,DEFB1,12
UPS,RU-14-00052 O1,DEFB4A,28
UPS,RU-14-00052 O1,DGKZ,48
UPS,RU-14-00052 O1,DIRAS3,51
UPS,RU-14-00052 O1,DOCK5,41
UPS,RU-14-00052 O1,DPP4,11
UPS,RU-14-00052 O1,DSC1,11
UPS,RU-14-00052 O1,DSC2,36
UPS,RU-14-00052 O1,DSG2,4
UPS,RU-14-00052 O1,DSG3,13
UPS,RU-14-00052 O1,DST,100
UPS,RU-14-00052 O1,DUSP1,1442.0109999999986
UPS,RU-14-00052 O1,DUSP6,320
UPS,RU-14-00052 O1,EBAG9,9
UPS,RU-14-00052 O1,EBI3,1
UPS,RU-14-00052 O1,ECSCR,10
UPS,RU-14-00052 O1,EFEMP1,90
UPS,RU-14-00052 O1,EGF,16
UPS,RU-14-00052 O1,EGFR,112
UPS,RU-14-00052 O1,EGR2,70
UPS,RU-14-00052 O1,ELAV1,82
UPS,RU-14-00052 O1,ELF3,100
UPS,RU-14-00052 O1,EMILIN2,46
UPS,RU-14-00052 O1,EMR2,18
UPS,RU-14-00052 O1,ENAH,47
UPS,RU-14-00052 O1,ENTPD1,23
UPS,RU-14-00052 O1,EOMES,3
UPS,RU-14-00052 O1,EPCAM,14
UPS,RU-14-00052 O1,EPSTI1,44
UPS,RU-14-00052 O1,ERAP1,50
UPS,RU-14-00052 O1,ERBB2,16
UPS,RU-14-00052 O1,ESR1,28
UPS,RU-14-00052 O1,EZR,195
UPS,RU-14-00052 O1,FAM83B,12
UPS,RU-14-00052 O1,FAP,69
UPS,RU-14-00052 O1,FAS,91
UPS,RU-14-00052 O1,FASLG,10
UPS,RU-14-00052 O1,FCER1A,5
UPS,RU-14-00052 O1,FCGR2A,185
UPS,RU-14-00052 O1,FCGR2B,12
UPS,RU-14-00052 O1,FCGR3A,132
UPS,RU-14-00052 O1,FCN1,115
UPS,RU-14-00052 O1,FCRL1,21
UPS,RU-14-00052 O1,FCRL3,5
UPS,RU-14-00052 O1,FCRL4,23
UPS,RU-14-00052 O1,FCRL5,23
UPS,RU-14-00052 O1,FCRL6,16
UPS,RU-14-00052 O1,FGF1,11
UPS,RU-14-00052 O1,FLT1,59
UPS,RU-14-00052 O1,FN1,642
UPS,RU-14-00052 O1,FOLR1,62
UPS,RU-14-00052 O1,FOLR2,68
UPS,RU-14-00052 O1,FOLR3,21
UPS,RU-14-00052 O1,FOLR4,5
UPS,RU-14-00052 O1,FOSL1,23
UPS,RU-14-00052 O1,FOXP3,6
UPS,RU-14-00052 O1,GAS6,254
UPS,RU-14-00052 O1,GATA3,7
UPS,RU-14-00052 O1,GBAS,148
UPS,RU-14-00052 O1,GBP1,157
UPS,RU-14-00052 O1,GCH1,27
UPS,RU-14-00052 O1,GDF10,13
UPS,RU-14-00052 O1,GFI1,15
UPS,RU-14-00052 O1,GJB5,20
UPS,RU-14-00052 O1,GJB6,5
UPS,RU-14-00052 O1,GNAI2,769.0230000000012
UPS,RU-14-00052 O1,GNLY,8
UPS,RU-14-00052 O1,GOLT1A,1
UPS,RU-14-00052 O1,GPA33,13
UPS,RU-14-00052 O1,GPLD1,13
UPS,RU-14-00052 O1,GPR141,10
UPS,RU-14-00052 O1,GPR18,21
UPS,RU-14-00052 O1,GPR3,14
UPS,RU-14-00052 O1,GPR97,7
UPS,RU-14-00052 O1,GRAP2,28
UPS,RU-14-00052 O1,GRB7,3
UPS,RU-14-00052 O1,GSTM3,17
UPS,RU-14-00052 O1,GZMA,59
UPS,RU-14-00052 O1,GZMB,106
UPS,RU-14-00052 O1,GZMK,23
UPS,RU-14-00052 O1,HAVCR1,1
UPS,RU-14-00052 O1,HAVCR2,39
UPS,RU-14-00052 O1,HCLS1,11
UPS,RU-14-00052 O1,HCRTR1,1
UPS,RU-14-00052 O1,HCRTR2,22
UPS,RU-14-00052 O1,HCST,17
UPS,RU-14-00052 O1,HES4,7
UPS,RU-14-00052 O1,HGFAC,5
UPS,RU-14-00052 O1,HHLA2,16
UPS,RU-14-00052 O1,HIF1A,181
UPS,RU-14-00052 O1,HLA-A,623
UPS,RU-14-00052 O1,HLA-B,919
UPS,RU-14-00052 O1,HLA-C,523
UPS,RU-14-00052 O1,HLA-DPB1,465
UPS,RU-14-00052 O1,HLA-DQA1,2
UPS,RU-14-00052 O1,HLA-DRA,1108
UPS,RU-14-00052 O1,HLA-DRB1,169
UPS,RU-14-00052 O1,HLA-E,1167.0280000000057
UPS,RU-14-00052 O1,HLA-F,39
UPS,RU-14-00052 O1,HLA-G,24
UPS,RU-14-00052 O1,HMCN2,2
UPS,RU-14-00052 O1,HMGA1,42
UPS,RU-14-00052 O1,HMGB1,304.06400000000576
UPS,RU-14-00052 O1,HNF1B,13
UPS,RU-14-00052 O1,HNRNPL,435
UPS,RU-14-00052 O1,HOPX,295
UPS,RU-14-00052 O1,HSD3B7,28
UPS,RU-14-00052 O1,ICA1,10
UPS,RU-14-00052 O1,ICAM1,263
UPS,RU-14-00052 O1,ICAM5,7
UPS,RU-14-00052 O1,ICOS,16
UPS,RU-14-00052 O1,ICOSLG,27
UPS,RU-14-00052 O1,ID2,89
UPS,RU-14-00052 O1,IDO1,42
UPS,RU-14-00052 O1,IFI16,125
UPS,RU-14-00052 O1,IFIH1,13
UPS,RU-14-00052 O1,IFITM1,118
UPS,RU-14-00052 O1,IFNG,24
UPS,RU-14-00052 O1,IFNGR2,27
UPS,RU-14-00052 O1,IGF1,16
UPS,RU-14-00052 O1,IGJ,592
UPS,RU-14-00052 O1,IGSF6,6
UPS,RU-14-00052 O1,IKZF2,19
UPS,RU-14-00052 O1,IKZF3,38
UPS,RU-14-00052 O1,IL-32,36965
UPS,RU-14-00052 O1,IL10,3
UPS,RU-14-00052 O1,IL10RA,57
UPS,RU-14-00052 O1,IL10RB,23
UPS,RU-14-00052 O1,IL13,13
UPS,RU-14-00052 O1,IL18,24
UPS,RU-14-00052 O1,IL18R1,36
UPS,RU-14-00052 O1,IL2,17
UPS,RU-14-00052 O1,IL21,34
UPS,RU-14-00052 O1,IL22,10
UPS,RU-14-00052 O1,IL23R,11
UPS,RU-14-00052 O1,IL27,6
UPS,RU-14-00052 O1,IL27RA,39
UPS,RU-14-00052 O1,IL2RA,19
UPS,RU-14-00052 O1,IL2RB,41
UPS,RU-14-00052 O1,IL2RG,21
UPS,RU-14-00052 O1,IL4,12
UPS,RU-14-00052 O1,IL6,4
UPS,RU-14-00052 O1,IL7,33
UPS,RU-14-00052 O1,IL7R,194
UPS,RU-14-00052 O1,ILDR1,9
UPS,RU-14-00052 O1,ILDR2,2
UPS,RU-14-00052 O1,ING1,41
UPS,RU-14-00052 O1,ING2,26
UPS,RU-14-00052 O1,INSR,83
UPS,RU-14-00052 O1,IQGAP3,5
UPS,RU-14-00052 O1,IRF1,39
UPS,RU-14-00052 O1,IRF2,63
UPS,RU-14-00052 O1,IRF3,4
UPS,RU-14-00052 O1,IRF4,37
UPS,RU-14-00052 O1,IRF5,9
UPS,RU-14-00052 O1,IRF6,19
UPS,RU-14-00052 O1,IRF7,23
UPS,RU-14-00052 O1,IRF8,14
UPS,RU-14-00052 O1,ITGA1,180
UPS,RU-14-00052 O1,ITGA2,12
UPS,RU-14-00052 O1,ITGA3,266
UPS,RU-14-00052 O1,ITGAE,7
UPS,RU-14-00052 O1,ITGAL,38
UPS,RU-14-00052 O1,ITGAM,30
UPS,RU-14-00052 O1,ITGAV,216
UPS,RU-14-00052 O1,ITGAX,84
UPS,RU-14-00052 O1,ITK,32
UPS,RU-14-00052 O1,ITM2A,24
UPS,RU-14-00052 O1,IgSF3,66
UPS,RU-14-00052 O1,IgSF8,24
UPS,RU-14-00052 O1,JAK3,5
UPS,RU-14-00052 O1,JAKMIP1,7
UPS,RU-14-00052 O1,JUP,109
UPS,RU-14-00052 O1,KIF2C,6
UPS,RU-14-00052 O1,KIR2DL1,372
UPS,RU-14-00052 O1,KIR2DL3,242
UPS,RU-14-00052 O1,KIR2DL4,5
UPS,RU-14-00052 O1,KLK11,16
UPS,RU-14-00052 O1,KLK5,12
UPS,RU-14-00052 O1,KLRB1,6
UPS,RU-14-00052 O1,KLRC1,8
UPS,RU-14-00052 O1,KLRC2,58
UPS,RU-14-00052 O1,KLRD1,2
