Subtype,Case ID,gene,expression
UPS,RU-14-00052 A1,SFTPA1B,4
UPS,RU-14-00052 A1,SGPP2,37
UPS,RU-14-00052 A1,SH2D1A,1
UPS,RU-14-00052 A1,SH2D1B,5
UPS,RU-14-00052 A1,SH2D2A,31
UPS,RU-14-00052 A1,SIGLEC1,236
UPS,RU-14-00052 A1,SIGLEC10,4
UPS,RU-14-00052 A1,SIGLEC14,9
UPS,RU-14-00052 A1,SIGLEC15,11
UPS,RU-14-00052 A1,SIGLEC5,5
UPS,RU-14-00052 A1,SIGLEC7,58
UPS,RU-14-00052 A1,SIGLEC9,29
UPS,RU-14-00052 A1,SIRPA,92
UPS,RU-14-00052 A1,SIRPB1,51
UPS,RU-14-00052 A1,SIRPG,1
UPS,RU-14-00052 A1,SIT1,29
UPS,RU-14-00052 A1,SLA,84
UPS,RU-14-00052 A1,SLA2,11
UPS,RU-14-00052 A1,SLAMF1,9
UPS,RU-14-00052 A1,SLAMF6,9
UPS,RU-14-00052 A1,SLAMF7,9
UPS,RU-14-00052 A1,SLAMF8,29
UPS,RU-14-00052 A1,SLC19A3,9
UPS,RU-14-00052 A1,SLC22A18,17
UPS,RU-14-00052 A1,SLC2A1,13
UPS,RU-14-00052 A1,SLC30A1,73
UPS,RU-14-00052 A1,SLC31A2,56
UPS,RU-14-00052 A1,SLC39A6,71
UPS,RU-14-00052 A1,SOCS3,127
UPS,RU-14-00052 A1,SPN,11
UPS,RU-14-00052 A1,SRPX,157
UPS,RU-14-00052 A1,STARD10,9
UPS,RU-14-00052 A1,STAT1,103
UPS,RU-14-00052 A1,STAT6,120
UPS,RU-14-00052 A1,SULF1,195
UPS,RU-14-00052 A1,SYK,94
UPS,RU-14-00052 A1,SYP,4
UPS,RU-14-00052 A1,SYTL2,151
UPS,RU-14-00052 A1,TAGAP,21
UPS,RU-14-00052 A1,TAP1,21
UPS,RU-14-00052 A1,TAP2,62
UPS,RU-14-00052 A1,TAPBP,164
UPS,RU-14-00052 A1,TARP,28
UPS,RU-14-00052 A1,TBX21,4
UPS,RU-14-00052 A1,TCN2,146
UPS,RU-14-00052 A1,TCTE1,14
UPS,RU-14-00052 A1,TEK,28
UPS,RU-14-00052 A1,TERT,6
UPS,RU-14-00052 A1,TF,1
UPS,RU-14-00052 A1,TGFB1,123
UPS,RU-14-00052 A1,TGFBR2,228
UPS,RU-14-00052 A1,THEMIS,23
UPS,RU-14-00052 A1,THY1,509
UPS,RU-14-00052 A1,TIGIT,11
UPS,RU-14-00052 A1,TIMD4,4
UPS,RU-14-00052 A1,TIMP3,399
UPS,RU-14-00052 A1,TIMP4,17
UPS,RU-14-00052 A1,TMC1,2
UPS,RU-14-00052 A1,TMC6,15
UPS,RU-14-00052 A1,TMEM2,109
UPS,RU-14-00052 A1,TMEM246,5
UPS,RU-14-00052 A1,TMIGD2,1
UPS,RU-14-00052 A1,TNF,10
UPS,RU-14-00052 A1,TNFAIP3,76
UPS,RU-14-00052 A1,TNFAIP6,35
UPS,RU-14-00052 A1,TNFAIP8L2,34
UPS,RU-14-00052 A1,TNFRSF10B,39
UPS,RU-14-00052 A1,TNFRSF11A,4
UPS,RU-14-00052 A1,TNFRSF13B,4
UPS,RU-14-00052 A1,TNFRSF13C,5
UPS,RU-14-00052 A1,TNFRSF14,109
UPS,RU-14-00052 A1,TNFRSF15,19
UPS,RU-14-00052 A1,TNFRSF17,14
UPS,RU-14-00052 A1,TNFRSF18,23
UPS,RU-14-00052 A1,TNFRSF21,44
UPS,RU-14-00052 A1,TNFRSF25,15
UPS,RU-14-00052 A1,TNFRSF4,10
UPS,RU-14-00052 A1,TNFRSF8,25
UPS,RU-14-00052 A1,TNFRSF9,15
UPS,RU-14-00052 A1,TNFSF10,73
UPS,RU-14-00052 A1,TNFSF11,1
UPS,RU-14-00052 A1,TNFSF13A,48
UPS,RU-14-00052 A1,TNFSF13B,44
UPS,RU-14-00052 A1,TNFSF14,13
UPS,RU-14-00052 A1,TNFSF18,3
UPS,RU-14-00052 A1,TNFSF4,10
UPS,RU-14-00052 A1,TNFSF8,14
UPS,RU-14-00052 A1,TNFSF9,31
UPS,RU-14-00052 A1,TNK1,4
UPS,RU-14-00052 A1,TOB1,140
UPS,RU-14-00052 A1,TOX,5
UPS,RU-14-00052 A1,TOX3,6
UPS,RU-14-00052 A1,TP63,2
UPS,RU-14-00052 A1,TRAT1,19
UPS,RU-14-00052 A1,TREM1,6
UPS,RU-14-00052 A1,TREM2,89
UPS,RU-14-00052 A1,TREML1,17
UPS,RU-14-00052 A1,TREML2,10
UPS,RU-14-00052 A1,TREML4,6
UPS,RU-14-00052 A1,TRIM16,3
UPS,RU-14-00052 A1,TRIM21,56
UPS,RU-14-00052 A1,TRIM29,5
UPS,RU-14-00052 A1,TSLP,4
UPS,RU-14-00052 A1,TSPAN32,4
UPS,RU-14-00052 A1,TULP1,1
UPS,RU-14-00052 A1,TYR,1
UPS,RU-14-00052 A1,TYRO3,35
UPS,RU-14-00052 A1,TYROBP,295
UPS,RU-14-00052 A1,UBASH3A,13
UPS,RU-14-00052 A1,UBASH3B,28
UPS,RU-14-00052 A1,UBE2C,47
UPS,RU-14-00052 A1,ULBP/RAET,9
UPS,RU-14-00052 A1,VCAM1,69
UPS,RU-14-00052 A1,VEGFA,39
UPS,RU-14-00052 A1,VIM,7441.144000000028
UPS,RU-14-00052 A1,VTCN1,37
UPS,RU-14-00052 A1,WT1,14
UPS,RU-14-00052 A1,XIST,4
UPS,RU-14-00052 A1,ZAP70,23
UPS,RU-14-00052 A1,ZBTB16,5
UPS,RU-14-00052 A1,ZBTB32,14
UPS,RU-14-00052 A1,ZEB1,132
UPS,RU-14-00052 A1,ZEB2,92
UPS,RU-14-00052 A1,ABCF1,48
UPS,RU-14-00052 A1,ALAS1,17
UPS,RU-14-00052 A1,C14orf102,9
UPS,RU-14-00052 A1,DAB2IP,76
UPS,RU-14-00052 A1,EEF1G,1108
UPS,RU-14-00052 A1,G6PD,103
UPS,RU-14-00052 A1,GAPDH,810
UPS,RU-14-00052 A1,GUSB,35
UPS,RU-14-00052 A1,HPRT1,44
UPS,RU-14-00052 A1,OAZ1,406
UPS,RU-14-00052 A1,PLA2G6,10
UPS,RU-14-00052 A1,POLR1B,19
UPS,RU-14-00052 A1,POLR2A,166
UPS,RU-14-00052 A1,PPIA,37
UPS,RU-14-00052 A1,RPL19,1897.0160000000033
UPS,RU-14-00052 A1,SDHA,78
UPS,RU-14-00052 A1,STK11IP,23
UPS,RU-14-00052 A1,TBC1D10B,52
UPS,RU-14-00052 A1,TBP,51
UPS,RU-14-00052 A1,TUBB,137
UPS,RU-14-00052 A1,UBB,691
UPS,RU-14-00052 A1,ZBTB34,37
UPS,RU-14-00052 A1,ZKSCAN5,5
UPS,RU-14-00052 B1,AAMP,122
UPS,RU-14-00052 B1,ABCB1,22
UPS,RU-14-00052 B1,ADAM11,13
UPS,RU-14-00052 B1,ADIPOQ,6
UPS,RU-14-00052 B1,ADORA2A,14
UPS,RU-14-00052 B1,ADORA2b,36
UPS,RU-14-00052 B1,AGGF1,35
UPS,RU-14-00052 B1,ALB,3
UPS,RU-14-00052 B1,AMICA1,109
UPS,RU-14-00052 B1,ANTXR1,194
UPS,RU-14-00052 B1,ANXA2,1545.0500000000102
UPS,RU-14-00052 B1,ANXA4,89
UPS,RU-14-00052 B1,AP1M2,1
UPS,RU-14-00052 B1,AP1S2,119
UPS,RU-14-00052 B1,AREG,4
UPS,RU-14-00052 B1,ARG1,12
UPS,RU-14-00052 B1,ARG2,8
UPS,RU-14-00052 B1,ASCL2,20
UPS,RU-14-00052 B1,ATP6V0D2,3
UPS,RU-14-00052 B1,ATP8B4,31
UPS,RU-14-00052 B1,AURKA,48
UPS,RU-14-00052 B1,AURKB,13
UPS,RU-14-00052 B1,AXIN2,9
UPS,RU-14-00052 B1,AXL,110
UPS,RU-14-00052 B1,B2M,7441.144000000028
UPS,RU-14-00052 B1,B3GAT1,3
UPS,RU-14-00052 B1,BATF,4
UPS,RU-14-00052 B1,BCAM,16
UPS,RU-14-00052 B1,BCL11A,23
UPS,RU-14-00052 B1,BCL11B,10
UPS,RU-14-00052 B1,BCL2,43
UPS,RU-14-00052 B1,BCL6,94
UPS,RU-14-00052 B1,BIM,23
UPS,RU-14-00052 B1,BIRC5,14
UPS,RU-14-00052 B1,BLNK,16
UPS,RU-14-00052 B1,BNC1,25
UPS,RU-14-00052 B1,BNIP3L,204
UPS,RU-14-00052 B1,BRAF,78
UPS,RU-14-00052 B1,BRCA1,14
UPS,RU-14-00052 B1,BRCA2,6
UPS,RU-14-00052 B1,BST1,51
UPS,RU-14-00052 B1,BST2,170
UPS,RU-14-00052 B1,BTLA,10
UPS,RU-14-00052 B1,BTN1A1,10
UPS,RU-14-00052 B1,BTN2A1,26
UPS,RU-14-00052 B1,BTN2A2,27
UPS,RU-14-00052 B1,BTN3A1,30
UPS,RU-14-00052 B1,BTN3A2,79
UPS,RU-14-00052 B1,BTN3A3,67
UPS,RU-14-00052 B1,BTNL2,8
UPS,RU-14-00052 B1,BTNL8,13
UPS,RU-14-00052 B1,BTNL9,45
UPS,RU-14-00052 B1,BUB1,12
UPS,RU-14-00052 B1,C10orf54,28
UPS,RU-14-00052 B1,C1orf210,6
UPS,RU-14-00052 B1,C5AR2,11
UPS,RU-14-00052 B1,CADM1,62
UPS,RU-14-00052 B1,CALR,919
UPS,RU-14-00052 B1,CANX,575.0319999999992
UPS,RU-14-00052 B1,CASP3,55
UPS,RU-14-00052 B1,CASP8,46
UPS,RU-14-00052 B1,CCKBR,9
UPS,RU-14-00052 B1,CCL19,62
UPS,RU-14-00052 B1,CCL21,23
UPS,RU-14-00052 B1,CCL24,4
UPS,RU-14-00052 B1,CCL27,6
UPS,RU-14-00052 B1,CCL3,79
UPS,RU-14-00052 B1,CCL4,42
UPS,RU-14-00052 B1,CCL5,77
UPS,RU-14-00052 B1,CCL8,50
UPS,RU-14-00052 B1,CCNB1,25
UPS,RU-14-00052 B1,CCNB2,10
UPS,RU-14-00052 B1,CCR1,34
UPS,RU-14-00052 B1,CCR2,18
UPS,RU-14-00052 B1,CCR3,10
UPS,RU-14-00052 B1,CCR4,6
UPS,RU-14-00052 B1,CCR5,39
UPS,RU-14-00052 B1,CCR6,8
UPS,RU-14-00052 B1,CCR7,15
UPS,RU-14-00052 B1,CD101,7
UPS,RU-14-00052 B1,CD14,295
UPS,RU-14-00052 B1,CD151,45
UPS,RU-14-00052 B1,CD160,16
UPS,RU-14-00052 B1,CD163,372
UPS,RU-14-00052 B1,CD1D,6
UPS,RU-14-00052 B1,CD2,13
UPS,RU-14-00052 B1,CD200,52
UPS,RU-14-00052 B1,CD200R1,21
UPS,RU-14-00052 B1,CD207,11
UPS,RU-14-00052 B1,CD209,28
UPS,RU-14-00052 B1,CD22,39
UPS,RU-14-00052 B1,CD226,20
UPS,RU-14-00052 B1,CD24,25
UPS,RU-14-00052 B1,CD244,6
UPS,RU-14-00052 B1,CD247,24
UPS,RU-14-00052 B1,CD27,24
UPS,RU-14-00052 B1,CD274,16
UPS,RU-14-00052 B1,CD276,352
UPS,RU-14-00052 B1,CD28,14
UPS,RU-14-00052 B1,CD300A,20
UPS,RU-14-00052 B1,CD300E,14
UPS,RU-14-00052 B1,CD300LB,6
UPS,RU-14-00052 B1,CD300LF,7
UPS,RU-14-00052 B1,CD33,22
UPS,RU-14-00052 B1,CD37,34
UPS,RU-14-00052 B1,CD38,31
UPS,RU-14-00052 B1,CD3D,15
UPS,RU-14-00052 B1,CD3E,18
UPS,RU-14-00052 B1,CD3G,15
UPS,RU-14-00052 B1,CD4,113
UPS,RU-14-00052 B1,CD40,37
UPS,RU-14-00052 B1,CD40LG,15
UPS,RU-14-00052 B1,CD44,346
UPS,RU-14-00052 B1,CD46,115
UPS,RU-14-00052 B1,CD47,178
UPS,RU-14-00052 B1,CD48,36
UPS,RU-14-00052 B1,CD5,21
UPS,RU-14-00052 B1,CD52,50
UPS,RU-14-00052 B1,CD55,19
UPS,RU-14-00052 B1,CD59,465
UPS,RU-14-00052 B1,CD6,8
UPS,RU-14-00052 B1,CD68,112
UPS,RU-14-00052 B1,CD69,26
UPS,RU-14-00052 B1,CD7,1
UPS,RU-14-00052 B1,CD70,4
UPS,RU-14-00052 B1,CD72,23
UPS,RU-14-00052 B1,CD74,4858.0539999999455
UPS,RU-14-00052 B1,CD79A,8
UPS,RU-14-00052 B1,CD80,14
UPS,RU-14-00052 B1,CD81,642
UPS,RU-14-00052 B1,CD82,16
UPS,RU-14-00052 B1,CD84,33
UPS,RU-14-00052 B1,CD86,30
UPS,RU-14-00052 B1,CD8B,18
UPS,RU-14-00052 B1,CD8a,20
UPS,RU-14-00052 B1,CD9,23
UPS,RU-14-00052 B1,CD96,16
UPS,RU-14-00052 B1,CD97,87
UPS,RU-14-00052 B1,CDC42SE1,377
UPS,RU-14-00052 B1,CDCA2,15
UPS,RU-14-00052 B1,CDCA3,16
UPS,RU-14-00052 B1,CDH1,4
UPS,RU-14-00052 B1,CDH11,141
UPS,RU-14-00052 B1,CDH17,11
UPS,RU-14-00052 B1,CDH2,3
UPS,RU-14-00052 B1,CDH3,6
UPS,RU-14-00052 B1,CDH5,19
UPS,RU-14-00052 B1,CDKN1A,62
UPS,RU-14-00052 B1,CDKN2A,11
UPS,RU-14-00052 B1,CDKN2C,14
UPS,RU-14-00052 B1,CDO1,7
UPS,RU-14-00052 B1,CEACAM1,15
UPS,RU-14-00052 B1,CENPA,16
UPS,RU-14-00052 B1,CHGA,1
UPS,RU-14-00052 B1,CHI3L1,6
UPS,RU-14-00052 B1,CHI3L2,3
UPS,RU-14-00052 B1,CIITA,115
UPS,RU-14-00052 B1,CLCA1,10
UPS,RU-14-00052 B1,CLCA2,5
UPS,RU-14-00052 B1,CLDN4,11
UPS,RU-14-00052 B1,CLDN7,10
UPS,RU-14-00052 B1,CLEC10A,23
UPS,RU-14-00052 B1,CLEC12A,2
UPS,RU-14-00052 B1,CLEC1B,5
UPS,RU-14-00052 B1,CLEC2D,13
UPS,RU-14-00052 B1,CLEC3B,76
UPS,RU-14-00052 B1,CLEC4A,39
UPS,RU-14-00052 B1,CLEC4D,26
UPS,RU-14-00052 B1,CLEC4E,12
UPS,RU-14-00052 B1,CLEC5A,3
UPS,RU-14-00052 B1,CLEC6A,10
UPS,RU-14-00052 B1,CLEC7A,53
UPS,RU-14-00052 B1,CLEC9A,2
UPS,RU-14-00052 B1,CLIP3,46
UPS,RU-14-00052 B1,CMKLR1,100
UPS,RU-14-00052 B1,CNKSR2,2
UPS,RU-14-00052 B1,CNR2,12
UPS,RU-14-00052 B1,CPD,81
UPS,RU-14-00052 B1,CRLF2,2
UPS,RU-14-00052 B1,CRTAM,6
UPS,RU-14-00052 B1,CSF1,58
UPS,RU-14-00052 B1,CSF1R,54
UPS,RU-14-00052 B1,CSF2RB,93
UPS,RU-14-00052 B1,CSF3,1
UPS,RU-14-00052 B1,CSPG4,20
UPS,RU-14-00052 B1,CST6,6
UPS,RU-14-00052 B1,CST7,24
UPS,RU-14-00052 B1,CSTB,239
UPS,RU-14-00052 B1,CTAG1B,1
UPS,RU-14-00052 B1,CTLA4,28
UPS,RU-14-00052 B1,CTNNB1,185
UPS,RU-14-00052 B1,CTSB,740.0239999999976
UPS,RU-14-00052 B1,CTSG,18
UPS,RU-14-00052 B1,CTSL2,9
UPS,RU-14-00052 B1,CTSS,523
UPS,RU-14-00052 B1,CTSZ,769.0230000000012
UPS,RU-14-00052 B1,CX3CL1,16
UPS,RU-14-00052 B1,CX3CR1,251.07700000000477
UPS,RU-14-00052 B1,CXCL1,151
UPS,RU-14-00052 B1,CXCL10,46
UPS,RU-14-00052 B1,CXCL11,31
UPS,RU-14-00052 B1,CXCL13,91
UPS,RU-14-00052 B1,CXCL14,157
UPS,RU-14-00052 B1,CXCL2,74
UPS,RU-14-00052 B1,CXCL3,16
UPS,RU-14-00052 B1,CXCL9,70
UPS,RU-14-00052 B1,CXCR2,16
UPS,RU-14-00052 B1,CXCR3,24
UPS,RU-14-00052 B1,CXCR6,15
UPS,RU-14-00052 B1,CXCR7,43
UPS,RU-14-00052 B1,DAB1,21
UPS,RU-14-00052 B1,DAPK1,28
UPS,RU-14-00052 B1,DAZAP1,118
UPS,RU-14-00052 B1,DCHS1,87
UPS,RU-14-00052 B1,DCK,96
UPS,RU-14-00052 B1,DCT,2
UPS,RU-14-00052 B1,DDR1,19
UPS,RU-14-00052 B1,DEF6,48
UPS,RU-14-00052 B1,DEFB1,7
UPS,RU-14-00052 B1,DEFB4A,12
UPS,RU-14-00052 B1,DGKZ,70
UPS,RU-14-00052 B1,DIRAS3,23
UPS,RU-14-00052 B1,DOCK5,41
UPS,RU-14-00052 B1,DPP4,7
UPS,RU-14-00052 B1,DSC1,18
UPS,RU-14-00052 B1,DSC2,30
UPS,RU-14-00052 B1,DSG2,9
UPS,RU-14-00052 B1,DSG3,5
UPS,RU-14-00052 B1,DST,99
UPS,RU-14-00052 B1,DUSP1,425
UPS,RU-14-00052 B1,DUSP6,157
UPS,RU-14-00052 B1,EBAG9,16
UPS,RU-14-00052 B1,EBI3,12
UPS,RU-14-00052 B1,ECSCR,14
UPS,RU-14-00052 B1,EFEMP1,592
UPS,RU-14-00052 B1,EGF,13
UPS,RU-14-00052 B1,EGFR,236
UPS,RU-14-00052 B1,EGR2,8
UPS,RU-14-00052 B1,ELAV1,146
UPS,RU-14-00052 B1,ELF3,6
UPS,RU-14-00052 B1,EMILIN2,248
UPS,RU-14-00052 B1,EMR2,43
UPS,RU-14-00052 B1,ENAH,18
UPS,RU-14-00052 B1,ENTPD1,37
UPS,RU-14-00052 B1,EOMES,4
UPS,RU-14-00052 B1,EPCAM,7
UPS,RU-14-00052 B1,EPSTI1,133
UPS,RU-14-00052 B1,ERAP1,50
UPS,RU-14-00052 B1,ERBB2,33
UPS,RU-14-00052 B1,ESR1,11
UPS,RU-14-00052 B1,EZR,195
UPS,RU-14-00052 B1,FAM83B,6
UPS,RU-14-00052 B1,FAP,30
UPS,RU-14-00052 B1,FAS,39
UPS,RU-14-00052 B1,FASLG,11
UPS,RU-14-00052 B1,FCER1A,4
UPS,RU-14-00052 B1,FCGR2A,254
UPS,RU-14-00052 B1,FCGR2B,73
UPS,RU-14-00052 B1,FCGR3A,278
UPS,RU-14-00052 B1,FCN1,70
UPS,RU-14-00052 B1,FCRL1,24
UPS,RU-14-00052 B1,FCRL3,5
UPS,RU-14-00052 B1,FCRL4,14
UPS,RU-14-00052 B1,FCRL5,19
UPS,RU-14-00052 B1,FCRL6,15
UPS,RU-14-00052 B1,FGF1,7
UPS,RU-14-00052 B1,FLT1,41
UPS,RU-14-00052 B1,FN1,3662.2040000000416
UPS,RU-14-00052 B1,FOLR1,18
UPS,RU-14-00052 B1,FOLR2,266
UPS,RU-14-00052 B1,FOLR3,7
UPS,RU-14-00052 B1,FOLR4,6
UPS,RU-14-00052 B1,FOSL1,27
UPS,RU-14-00052 B1,FOXP3,9
UPS,RU-14-00052 B1,GAS6,156
UPS,RU-14-00052 B1,GATA3,6
UPS,RU-14-00052 B1,GBAS,263
UPS,RU-14-00052 B1,GBP1,91
UPS,RU-14-00052 B1,GCH1,70
UPS,RU-14-00052 B1,GDF10,4
UPS,RU-14-00052 B1,GFI1,16
UPS,RU-14-00052 B1,GJB5,10
UPS,RU-14-00052 B1,GJB6,3
UPS,RU-14-00052 B1,GNAI2,1059.047999999988
UPS,RU-14-00052 B1,GNLY,7
UPS,RU-14-00052 B1,GOLT1A,1
UPS,RU-14-00052 B1,GPA33,8
UPS,RU-14-00052 B1,GPLD1,7
UPS,RU-14-00052 B1,GPR141,18
UPS,RU-14-00052 B1,GPR18,10
UPS,RU-14-00052 B1,GPR3,12
UPS,RU-14-00052 B1,GPR97,5
UPS,RU-14-00052 B1,GRAP2,21
UPS,RU-14-00052 B1,GRB7,1
UPS,RU-14-00052 B1,GSTM3,12
UPS,RU-14-00052 B1,GZMA,52
UPS,RU-14-00052 B1,GZMB,21
UPS,RU-14-00052 B1,GZMK,30
UPS,RU-14-00052 B1,HAVCR1,1
UPS,RU-14-00052 B1,HAVCR2,46
UPS,RU-14-00052 B1,HCLS1,109
UPS,RU-14-00052 B1,HCRTR1,1
UPS,RU-14-00052 B1,HCRTR2,12
UPS,RU-14-00052 B1,HCST,90
UPS,RU-14-00052 B1,HES4,12
UPS,RU-14-00052 B1,HGFAC,4
UPS,RU-14-00052 B1,HHLA2,6
UPS,RU-14-00052 B1,HIF1A,444
UPS,RU-14-00052 B1,HLA-A,691
UPS,RU-14-00052 B1,HLA-B,810
UPS,RU-14-00052 B1,HLA-C,872
UPS,RU-14-00052 B1,HLA-DPB1,533
UPS,RU-14-00052 B1,HLA-DQA1,1
UPS,RU-14-00052 B1,HLA-DRA,2485.0180000000037
UPS,RU-14-00052 B1,HLA-DRB1,665.0270000000019
UPS,RU-14-00052 B1,HLA-E,1167.0280000000057
UPS,RU-14-00052 B1,HLA-F,76
UPS,RU-14-00052 B1,HLA-G,52
UPS,RU-14-00052 B1,HMCN2,2
UPS,RU-14-00052 B1,HMGA1,25
UPS,RU-14-00052 B1,HMGB1,83
UPS,RU-14-00052 B1,HNF1B,5
UPS,RU-14-00052 B1,HNRNPL,399
UPS,RU-14-00052 B1,HOPX,34
UPS,RU-14-00052 B1,HSD3B7,46
UPS,RU-14-00052 B1,ICA1,15
UPS,RU-14-00052 B1,ICAM1,315
UPS,RU-14-00052 B1,ICAM5,3
UPS,RU-14-00052 B1,ICOS,14
UPS,RU-14-00052 B1,ICOSLG,42
UPS,RU-14-00052 B1,ID2,56
UPS,RU-14-00052 B1,IDO1,49
UPS,RU-14-00052 B1,IFI16,486.03899999999703
UPS,RU-14-00052 B1,IFIH1,38
UPS,RU-14-00052 B1,IFITM1,300
UPS,RU-14-00052 B1,IFNG,9
UPS,RU-14-00052 B1,IFNGR2,127
UPS,RU-14-00052 B1,IGF1,70
UPS,RU-14-00052 B1,IGJ,435
UPS,RU-14-00052 B1,IGSF6,16
UPS,RU-14-00052 B1,IKZF2,27
UPS,RU-14-00052 B1,IKZF3,33
UPS,RU-14-00052 B1,IL-32,36965
UPS,RU-14-00052 B1,IL10,3
UPS,RU-14-00052 B1,IL10RA,106
UPS,RU-14-00052 B1,IL10RB,50
UPS,RU-14-00052 B1,IL13,7
UPS,RU-14-00052 B1,IL18,27
UPS,RU-14-00052 B1,IL18R1,33
UPS,RU-14-00052 B1,IL2,10
UPS,RU-14-00052 B1,IL21,15
UPS,RU-14-00052 B1,IL22,3
UPS,RU-14-00052 B1,IL23R,5
UPS,RU-14-00052 B1,IL27,4
UPS,RU-14-00052 B1,IL27RA,52
UPS,RU-14-00052 B1,IL2RA,53
UPS,RU-14-00052 B1,IL2RB,68
UPS,RU-14-00052 B1,IL2RG,55
UPS,RU-14-00052 B1,IL4,10
UPS,RU-14-00052 B1,IL6,35
UPS,RU-14-00052 B1,IL7,9
UPS,RU-14-00052 B1,IL7R,37
UPS,RU-14-00052 B1,ILDR1,4
UPS,RU-14-00052 B1,ILDR2,1
UPS,RU-14-00052 B1,ING1,26
UPS,RU-14-00052 B1,ING2,30
UPS,RU-14-00052 B1,INSR,123
UPS,RU-14-00052 B1,IQGAP3,6
UPS,RU-14-00052 B1,IRF1,43
UPS,RU-14-00052 B1,IRF2,62
UPS,RU-14-00052 B1,IRF3,21
UPS,RU-14-00052 B1,IRF4,115
UPS,RU-14-00052 B1,IRF5,37
UPS,RU-14-00052 B1,IRF6,8
UPS,RU-14-00052 B1,IRF7,62
UPS,RU-14-00052 B1,IRF8,41
UPS,RU-14-00052 B1,ITGA1,51
UPS,RU-14-00052 B1,ITGA2,4
UPS,RU-14-00052 B1,ITGA3,32
UPS,RU-14-00052 B1,ITGAE,20
UPS,RU-14-00052 B1,ITGAL,28
UPS,RU-14-00052 B1,ITGAM,41
UPS,RU-14-00052 B1,ITGAV,164
UPS,RU-14-00052 B1,ITGAX,35
UPS,RU-14-00052 B1,ITK,25
UPS,RU-14-00052 B1,ITM2A,32
UPS,RU-14-00052 B1,IgSF3,22
UPS,RU-14-00052 B1,IgSF8,53
UPS,RU-14-00052 B1,JAK3,48
UPS,RU-14-00052 B1,JAKMIP1,9
UPS,RU-14-00052 B1,JUP,74
UPS,RU-14-00052 B1,KIF2C,6
UPS,RU-14-00052 B1,KIR2DL1,111
UPS,RU-14-00052 B1,KIR2DL3,43
UPS,RU-14-00052 B1,KIR2DL4,3
UPS,RU-14-00052 B1,KLK11,5
UPS,RU-14-00052 B1,KLK5,7
UPS,RU-14-00052 B1,KLRB1,18
UPS,RU-14-00052 B1,KLRC1,8
UPS,RU-14-00052 B1,KLRC2,20
UPS,RU-14-00052 B1,KLRD1,6
UPS,RU-14-00052 B1,KLRF1,18
UPS,RU-14-00052 B1,KLRG1,16
UPS,RU-14-00052 B1,KLRG2,3
UPS,RU-14-00052 B1,KLRK1,34
UPS,RU-14-00052 B1,KRAS,78
UPS,RU-14-00052 B1,KRT13,5
UPS,RU-14-00052 B1,KRT17,6
UPS,RU-14-00052 B1,KRT5,8
UPS,RU-14-00052 B1,KRT6A,14
UPS,RU-14-00052 B1,KRT6B,4
UPS,RU-14-00052 B1,LAG3,8
UPS,RU-14-00052 B1,LAIR1,145
UPS,RU-14-00052 B1,LAMP1,216
UPS,RU-14-00052 B1,LAMP2,406
UPS,RU-14-00052 B1,LAT,62
UPS,RU-14-00052 B1,LAT2,74
UPS,RU-14-00052 B1,LAX1,16
UPS,RU-14-00052 B1,LCK,19
UPS,RU-14-00052 B1,LGALS1,335
UPS,RU-14-00052 B1,LGALS2,6
UPS,RU-14-00052 B1,LGALS3,242
UPS,RU-14-00052 B1,LGALS3BP,231
UPS,RU-14-00052 B1,LGALS4,5
UPS,RU-14-00052 B1,LGALS7,13
UPS,RU-14-00052 B1,LGALS9,212
UPS,RU-14-00052 B1,LIFR,92.18800000000192
UPS,RU-14-00052 B1,LILRA1,7
UPS,RU-14-00052 B1,LILRA2,8
UPS,RU-14-00052 B1,LILRA3,11
UPS,RU-14-00052 B1,LILRA4,9
UPS,RU-14-00052 B1,LILRA5,8
UPS,RU-14-00052 B1,LILRA6,13
UPS,RU-14-00052 B1,LILRB1,140
UPS,RU-14-00052 B1,LILRB2,55
UPS,RU-14-00052 B1,LILRB3,15
UPS,RU-14-00052 B1,LILRB4,136
UPS,RU-14-00052 B1,LILRB5,20
UPS,RU-14-00052 B1,LMO3,15
UPS,RU-14-00052 B1,LSR,14
UPS,RU-14-00052 B1,LST1,105
UPS,RU-14-00052 B1,LTA,8
UPS,RU-14-00052 B1,LTB,32
UPS,RU-14-00052 B1,LTBR,163
UPS,RU-14-00052 B1,LTK,2
UPS,RU-14-00052 B1,LY6E,123
UPS,RU-14-00052 B1,LY6G6C,3
UPS,RU-14-00052 B1,LY6G6D,16
UPS,RU-14-00052 B1,LY9,20
UPS,RU-14-00052 B1,LYPD3,9
UPS,RU-14-00052 B1,MAF,35
UPS,RU-14-00052 B1,MAFB,107
UPS,RU-14-00052 B1,MAGEA1,2
UPS,RU-14-00052 B1,MAP4K1,28
UPS,RU-14-00052 B1,MARCO,18
UPS,RU-14-00052 B1,MBL2,2
UPS,RU-14-00052 B1,MDM2,120
UPS,RU-14-00052 B1,MERTK,62
UPS,RU-14-00052 B1,MICA,18
UPS,RU-14-00052 B1,MICB,39
UPS,RU-14-00052 B1,MITF,29
UPS,RU-14-00052 B1,MKI67,13
UPS,RU-14-00052 B1,MLANA,7
UPS,RU-14-00052 B1,MLH1,25
UPS,RU-14-00052 B1,MLLT3,6
UPS,RU-14-00052 B1,MMP11,5
